Timestamp,1. Country,2. Gender,3. Grade/Year of Study,4. Self-Assessed Knowledge,2.1 Frequency of Use,2.2 Primary Use Cases,2.2.1 Output Reworking (Human-AI Teaming),2.2.2 Quality Perception,2.2.3 Efficiency and Value,2.2.4 Interaction Effort (Prompting),2.3 Confidence in Detection (Media Literacy),2.3.1 Fact-Checking Habits,2.3.2 Awareness of Hallucinations,2.3.3 Awareness of Bias,2.4 General Feeling,DS1.1 Technology Adoption Profile,DS1.2 Specific Frequency of Use,DS1.3 AI Perception,DS1.5 Guidelines on AI,"DS2.1 AI tools truly ""understand"" the meaning of the text they generate.","DS2.2 The information provided by AI is generally neutral, objective, and unbiased.",DS2.3 I think AI is inherently smarter and more capable than human beings.,DS2.4 I usually trust the factual accuracy of AI-generated answers without feeling the need to double-check other sources.,DS2.5 I clearly understand how a GenAI assistant generates its responses.,DS2.6 The way I request something to AI doesn’t have any impact on the quality of the result produced,DS3.1 Teachers will unfairly accuse me of using AI for my assignments even when I do not.,DS3.2 Using AI to do my homework will make me lose the ability to think critically and learn independently.,"DS3.3 The difficulty of distinguishing between human-created and AI-generated content (e.g., fake news, deepfakes).","DS3.5 AI tools might reinforce existing social biases and discrimination (e.g., gender, race, cultural stereotypes).",DS3.6 Unequal access to premium (paid) AI tools will create unfair advantages among students.,DS3.8 I worry that relying on AI to produce high-quality work makes me feel less capable or smart when I have to complete similar tasks on my own.,"DS4.1 I expect AI to significantly speed up my daily study/work tasks, making me more efficient.",DS4.2 I believe AI can perfectly tailor learning materials to match the individual learning pace and style of each student.,DS4.3 I expect AI to make learning more accessible and inclusive for students with diverse cognitive needs or language barriers.,DS4.4 I see AI as a non-judgmental tutor that is available 24/7 to answer my questions without making me feel inadequate.,DS4.5 I expect AI to provide better guidance for my future university or career choices than traditional school counselling.,Source Language
09/04/2026 18:59:03,Turkey,Female,4th year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Helping with homework / Lesson planning",I use it as a draft or inspiration and rewrite it heavily.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.","No, never.","Curiosity, Skepticism, Suspicion",You wait until it becomes mainstream and most people are using it.,Daily,A smart search engine (to find information quickly and accurately).,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Not at all concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,tu
09/04/2026 18:59:02,Turkey,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a month,"Brainstorming ideas and getting inspiration, Helping with homework / Lesson planning, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, occasionally.","Excitement, Curiosity, Hope",You wait until it becomes mainstream and most people are using it.,A few times a month,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Slightly concerned,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Agree,Agree,Agree,tu
09/04/2026 18:58:35,Turkey,Male,1st year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Brainstorming ideas and getting inspiration, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Very confident,I systematically check primary and authoritative sources to confirm the data.,"Yes, frequently.","Yes, occasionally.","Excitement, Curiosity",You wait until it becomes mainstream and most people are using it.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Slightly concerned,Slightly concerned,Extremely concerned,Slightly concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Agree,Disagree,Strongly Disagree,tu
09/04/2026 18:58:12,Turkey,Male,1st year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Brainstorming ideas and getting inspiration, Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,I systematically check primary and authoritative sources to confirm the data.,"Yes, frequently.","Yes, frequently.","Curiosity, Skepticism, Suspicion",You are one of the first to try it out.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately concerned,Slightly concerned,Not at all concerned,Slightly concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Disagree,Agree,Agree,Strongly Agree,tu
09/04/2026 18:58:06,Turkey,Female,1st year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Brainstorming ideas and getting inspiration, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning",I use it as a draft or inspiration and rewrite it heavily.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","No, never.","No, never.","Curiosity, Skepticism",You wait until it becomes mainstream and most people are using it.,Rarely,A creative assistant/collaborator (to brainstorm and co-create).,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Not at all concerned,Moderately concerned,Very concerned,Very concerned,Extremely concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Disagree,Strongly Disagree,Agree,Agree,Disagree,tu
09/04/2026 18:58:00,Turkey,Female,2nd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a month,"Writing/drafting text (emails, essays, reports)",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",It takes so much time that sometimes I just give up and do the work myself.,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.","Yes, frequently.",Anxiety,You only use it if it is strictly required for school or work.,A few times a month,A smart search engine (to find information quickly and accurately).,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Extremely concerned,Very concerned,Extremely concerned,Extremely concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,tu
09/04/2026 18:56:58,Turkey,Female,4th year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Brainstorming ideas and getting inspiration, Helping with homework / Lesson planning, Generating images or presentations",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.",I have never paid attention to this aspect.,Curiosity,You try it out after hearing good things from friends or colleagues.,A few times a week,A creative assistant/collaborator (to brainstorm and co-create).,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Slightly concerned,Moderately concerned,Very concerned,Slightly concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Agree,Agree,Agree,tu
09/04/2026 18:56:55,Turkey,Female,2nd year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Translating texts or learning a language, Solving math/logic problems or coding, Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.",I didn't know AI could do that.,I have never paid attention to this aspect.,"Curiosity, Skepticism, Suspicion",You try it out after hearing good things from friends or colleagues.,Daily,A smart search engine (to find information quickly and accurately).,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Not at all concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Agree,Agree,Disagree,tu
09/04/2026 18:56:50,Turkey,Female,2nd year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning",I only use AI to review or correct content I have entirely written myself.,"The AI's output was poor/incorrect, and I had to redo most of it.",It is a waste of time (I spend more time prompting and correcting than doing it myself).,It takes so much time that sometimes I just give up and do the work myself.,Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, frequently.","Yes, frequently.",Anxiety,You are one of the first to try it out.,Rarely,An entertainment tool (just for fun).,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Very concerned,Extremely concerned,Very concerned,Extremely concerned,Extremely concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Agree,Agree,Agree,tu
09/04/2026 18:56:42,Turkey,Male,1st year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Summarizing long documents or articles, Writing/drafting text (emails, essays, reports)",I review the AI-generated output to identify potential errors and refine the text as necessary.,"My original work would have been better, but the AI was faster.",It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.",I didn't know AI could do that.,"Yes, occasionally.","Curiosity, Skepticism, Suspicion",You wait until it becomes mainstream and most people are using it.,Rarely,An entertainment tool (just for fun).,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Not at all concerned,Moderately concerned,Slightly concerned,Slightly concerned,Moderately concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,tu
09/04/2026 18:56:26,Turkey,Female,2nd year,"2 - Novice: I know the basic concepts and have seen AI tools, but I rarely or never use them myself.",Rarely,"Brainstorming ideas and getting inspiration, Solving math/logic problems or coding",I use it as a draft or inspiration and rewrite it heavily.,"The AI's output was poor/incorrect, and I had to redo most of it.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","No, never.",I have never paid attention to this aspect.,Skepticism,You are one of the first to try it out.,Never,A smart search engine (to find information quickly and accurately).,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Slightly concerned,Moderately concerned,Moderately concerned,Slightly concerned,Slightly concerned,"[INVALID - survey labeling error: respondents saw DS3.6 question text, not DS3.8]",Disagree,Disagree,Agree,Disagree,Agree,tu
